STATISTIC Label,Property Type,Location,Region,VALUE,YEAR,QUARTER
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,2059.62,2022,2
RTB Average Monthly Rent Report,Terrace house,Galway,West,1425.14,2022,2
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,889.29,2022,2
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1427.08,2022,2
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,885.52,2022,2
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,936.22,2022,2
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,714.44,2022,2
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,1139.37,2022,2
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,785.3,2022,2
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1165.96,2022,2
RTB Average Monthly Rent Report,Terrace house,Mayo,West,828.35,2022,2
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1330.56,2022,2
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,726.82,2022,2
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,972.45,2022,2
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,838.36,2022,2
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,830.53,2022,2
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,793.68,2022,2
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,828.4,2022,2
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,986.04,2022,2
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,884.06,2022,2
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1408.96,2022,2
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,972.88,2022,2
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,738.19,2022,2
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,812.33,2022,2
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1198.65,2022,2
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,669.95,2022,2
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1853.41,2022,2
RTB Average Monthly Rent Report,Apartment,Galway,West,1198.15,2022,2
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,857.47,2022,2
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1281.69,2022,2
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,840.33,2022,2
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,923.39,2022,2
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,663.08,2022,2
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,1078.19,2022,2
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,730.56,2022,2
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,1082.18,2022,2
RTB Average Monthly Rent Report,Apartment,Mayo,West,778.01,2022,2
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1192.99,2022,2
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,743.46,2022,2
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,789.49,2022,2
RTB Average Monthly Rent Report,Apartment,Roscommon,West,700.52,2022,2
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,810.88,2022,2
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,732.96,2022,2
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,860.92,2022,2
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,955.14,2022,2
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,805.29,2022,2
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1426.04,2022,2
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,713.13,2022,2
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,0,2022,2
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,480.09,2022,2
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,894.79,2022,2
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,500.5,2022,2
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1211.42,2022,2
RTB Average Monthly Rent Report,Other flats,Galway,West,944.26,2022,2
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,635.94,2022,2
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,951.72,2022,2
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,0,2022,2
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,0,2022,2
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2022,2
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,761.67,2022,2
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2022,2
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,838.51,2022,2
RTB Average Monthly Rent Report,Other flats,Mayo,West,598.78,2022,2
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,882.62,2022,2
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,0,2022,2
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,0,2022,2
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2022,2
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2022,2
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,580.11,2022,2
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,0,2022,2
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,0,2022,2
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,680.75,2022,2
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,936.38,2022,2
